citing_mag_id	cited_mag_id
1490937814	1578080758
1490937814	2320748401
1490937814	2085867284
1490937814	2108321481
1491452361	2108455276
1491452361	2407712464
1491452361	2407712464
1491452361	2407712464
1491452361	2407712464
1491452361	2487610766
1491452361	2487610766
1491452361	1568393202
1491452361	1568393202
1491452361	1969457446
1491452361	2788631400
1491452361	2407712464
1491452361	1513168562
1491452361	2487610766
1491452361	2788631400
1491452361	2407712464
1491452361	1491452361
1491902735	1877678056
1491902735	302696873
1491902735	2039261648
1491902735	1486487250
1491902735	302696873
1491902735	302696873
1491902735	1486487250
1491902735	1918137460
1491902735	1486487250
1491902735	1491902735
1492549855	2000565229
1492866458	2010071303
1493322074	2148243717
1493322074	2567574319
1493322074	2316200131
1493322074	2083808824
1493423606	2405879266
1493423606	1515453277
1493423606	1533846779
1493423606	2442545619
1493737679	1655584311
1493743459	1559172563
1493743459	2119275489
1493743459	2095627528
1493743459	2081035377
1493743459	2053690843
1493743459	1968448532
1493743459	156747965
1493743459	156747965
1495542702	2139755556
1495542702	1997538087
1495542702	2027913861
1495542702	2080516059
1495542702	1549114989
1495542702	2041232209
1495542702	1549114989
1495542702	2041232209
1495542702	1537000426
1495542702	2161935199
1495542702	1601408513
1495542702	1601408513
1495542702	1601408513
1495542702	2032681297
1495594963	2611534752
1495594963	1830652009
1495594963	2611534752
1495594963	1830652009
1495626296	1950096224
1495626296	2035648531
1495626296	1950096224
1495626296	1950096224
1495626296	1753634924
1495626296	1950096224
1495626296	1950096224
1495626296	1950096224
1495626296	1950096224
1495626296	1509045587
1495626296	1950096224
1495836335	1964177944
1495836335	1964177944
1495836335	1964177944
1495836335	1964177944
1495836335	1964177944
1495836335	2096175520
1495836335	176608537
1495836335	176608537
1495836335	176608537
1495836335	176608537
1495836335	2611970265
1495836335	1625504505
1497212108	2068210077
1497212108	2573346038
1497212108	2101390659
1497212108	2118733980
1497212108	69295931
1497212108	165012366
1497212108	2161676054
1497212108	1537201249
1497212108	2155709906
1497212108	2138425667
1497212108	2068210077
1497212108	2155709906
1497212108	2101390659
1497212108	1990113515
1497212108	2095627528
1497212108	1990113515
1497212108	2095627528
1497212108	2095627528
1497212108	2164079290
1497212108	2164079290
1497212108	2118733980
1497212108	1990113515
1497212108	2118733980
1497212108	2161676054
1497212108	2095627528
1497212108	1979068940
1497212108	2118733980
1497212108	2118733980
1497212108	2118733980
1497212108	1990113515
1497212108	1990113515
1497212108	2095627528
1497212108	1990113515
1497212108	235704224
1497212108	2029433174
1497212108	2068210077
1497212108	2729592799
1497468636	2010581677
1497468636	235704224
1497468636	1966493880
1497468636	2572029201
1497468636	2048390999
1497493564	1603180818
1497611705	2052449326
1497611705	2092654472
1497611705	2110575949
1497611705	2110575949
1497611705	2092654472
1497611705	2052449326
1497611705	2092654472
1497611705	2052449326
1497611705	2092654472
1497611705	1486487250
1497763703	2039938580
1497763703	2066526711
1497763703	2117652747
1497763703	1557431580
1497763703	2065627366
1497763703	1969178697
1497763703	1503051978
1497763703	1557431580
1497768846	2108107017
1497768846	196932276
1497868296	1733954365
1497916742	2098379588
1497916742	1622422412
1497916742	2064070185
1498157279	2000404811
1498157279	2570452470
1499072090	2614009160
1499072090	2115792525
1499072090	1615927100
1499072090	2027802587
1499072090	2153804780
1499072090	2027802587
1499072090	2027802587
1499072090	2152211274
1499356754	1975674805
1499356754	2086923119
1499356754	1572215484
1499356754	2125538263
1499356754	2086923119
1499356754	182515905
1499356754	1550951390
1499356754	2098009818
1499356754	2152096446
1499356754	2034662118
1499549245	2119387585
1499549245	2119387585
1499549245	2119387585
1499549245	2105487377
1499549245	2294158130
1499549245	2167143364
1499549245	2105487377
1499549245	2167143364
1499549245	2167143364
1499549245	2167143364
1499549245	2167143364
1499558317	1796042584
1499558317	2166399513
1499558317	1595351348
1499956129	2018740894
1499956129	2155154052
150040723	2060377713
150040723	2130052164
150040723	2108035894
150040723	2060427691
150040723	2108035894
150040723	2060427691
1500614872	2611970265
1500614872	2112483970
1500614872	2611970265
1500614872	2008830554
1500683136	1623072288
1500683136	1823542770
1500683136	1977707485
1500683136	1486487250
1500842600	1969999572
1500842600	2129608356
1500842600	1978672522
1500842600	302696873
1500895472	97153039
1500895472	2585430262
1500895472	2585430262
1500959705	1605312549
1500959705	2114524997
1500959705	2114524997
1500959705	1605312549
1500959705	1998442272
1501508411	2127479124
1501508411	2027398710
1501508411	2130260860
1501508411	2127479124
1501508411	2147880316
1501508411	2127479124
1501838223	1626209120
1501838223	1810745899
1501838223	1846608861
1501838223	2568289933
1501838223	2161274063
1501838223	2140836433
1501838223	2127305722
1501838223	1519443010
1501838223	2161274063
1501838223	2127305722
1502275139	1493195384
1502275139	2136374365
1502275139	1996170081
1502275139	1996170081
1502275139	1996170081
1502275139	2045968318
1502275139	1996170081
1502275139	1996170081
1502275139	2045968318
1502275139	2045968318
1502275139	2136374365
1502275139	2145234424
1502275139	2045968318
1502275139	2045968318
1502275139	1493195384
1502275139	2072792294
1502275139	2072792294
1502876877	2068482742
150323757	2107771181
150323757	2612928789
150323757	2611810350
150323757	2135843243
1503312748	2153804780
1503736908	2147859400
1503736908	1563130065
1503736908	149431920
1503736908	2147859400
1503736908	2147859400
1503736908	1563130065
1503736908	65258648
1503736908	2158202912
1503736908	2294211789
1503736908	2155322595
150431422	2152810530
150431422	1924403233
150431422	2128430409
150431422	2052449326
1506019214	1974413228
1506019214	2109751061
1506019214	2046436395
1506019214	1650943170
1506019214	1559314687
1506245655	2039914071
1506245655	2039914071
1506245655	2039914071
1506245655	2039914071
1506245655	1535015163
1506245655	2039914071
1506245655	2039914071
1506245655	2039914071
1506245655	2039914071
1506468943	1507029541
1506468943	2007563768
1506468943	1924689489
1506468943	2435251607
1506525786	2079442239
1506525786	2137854946
1506525786	2151409774
1506525786	2249186037
1506525786	2130636661
1506525786	1812115632
1506525786	171462141
1506525786	2079442239
1506525786	2079442239
1506525786	2117400858
1506525786	2079442239
1506525786	2079442239
1506525786	2079442239
1506525786	2249186037
1506525786	2079442239
1506525786	40876217
1506525786	2079442239
1506525786	40876217
1506819108	1995461500
1506819108	1576854587
1506819108	1576854587
1506819108	2140354722
1506819108	1576854587
1506819108	1988253520
1506819108	2157693466
1506819108	2500376252
1506819108	2019911971
1507606320	2082977006
1507606320	2143774893
1507749387	2420792277
1507749387	2420792277
1507749387	2420792277
1507749387	2080579867
1507749387	2080579867
1507749387	2080579867
1507749387	2080579867
1508062149	2164044154
1508062149	2158567261
1508062149	2039240651
1508062149	1509045587
1508191042	2096175520
1509114999	2170381724
1509114999	1967471219
1509552954	2767122655
1509552954	1517694799
1509552954	2767122655
1509596266	1593045043
1509596266	2395350423
1509864489	2165684222
1509864489	1494942898
1509864489	1816409196
1509864489	2165684222
1509864489	2165684222
1509864489	2165684222
1509864489	2165684222
1509864489	2165684222
1509864489	2165684222
1509864489	2165684222
1509864489	2165684222
1509864489	1588025697
1509864489	2049994230
1510137562	2092654472
1510137562	2146113428
1510137562	2092654472
1510137562	2167072947
1510137562	2092654472
1510137562	2092654472
1510137562	2097606805
1510137562	2146113428
1510137562	1606767565
1510137562	1985754308
1510137562	2146113428
1510137562	2146113428
1510137562	2097606805
1510137562	2146113428
1510137562	2079326125
1510232673	2042008249
1510232673	2042008249
1510232673	2042008249
1510232673	2042008249
1510232673	2042008249
1510336138	2612896230
1510336138	2127000031
1510336138	2055366115
1510757349	2250397977
1510757349	2068537423
1510757349	2010926955
1510757349	2110543508
1510757349	2108239140
1510757349	2005256988
1510757349	2131539940
1510757349	1537581664
1510757349	2010926955
1512867229	2002089154
1512867229	2002089154
1513168555	2183473391
1513168555	1964326564
1513168555	2143774893
1513168555	2066972299
1513168555	1964326564
1513168555	2145907631
1513168555	2145907631
1513310202	2031782625
1513310202	30876450
1513310202	2127200155
1513310202	2095880424
1513310202	81126588
1513310202	1747645270
1514244438	229415658
1514244438	1956559956
1514244438	1956559956
1514244438	2049384587
1514244438	2085989833
1514244438	1989568037
1514244438	1602484930
1514244438	2085989833
1514595269	2142376737
1514595269	20085928
1514595269	45765671
1514976329	2074478067
1514976329	1995504560
1514976329	2074478067
1514976329	2074478067
1514976329	2007972469
1514976329	2074478067
1514976329	2074478067
1514976329	1700273416
1514976329	2074478067
1514976329	2074478067
1514976329	2007972469
1514976329	2007972469
1514976329	2074478067
1514976329	2151157246
1514976329	2017250092
1514976329	2074478067
1515346963	2611810350
1515346963	2150847526
1515346963	1966454457
1515346963	249625953
1515346963	1543388142
1515346963	2611810350
1515572669	2163704482
1515572669	2013013717
1515572669	2163704482
1515572669	2163704482
1515572669	1503312748
1515572669	1503312748
1515572669	1511303693
1515572669	1511303693
1515572669	1511303693
1515572669	2163704482
1515572669	2109730238
1515576489	2166776180
1515576489	2166776180
1515576489	2166776180
1515576489	2492382879
1515576489	2070232376
1515601462	2115792525
1515601462	2115792525
1515601462	2127531403
1515601462	2007291639
1515601462	2007291639
1515601462	2007291639
1515601462	2007291639
1515627538	2035967403
1515897616	2127314673
1515897616	2046224275
1515897616	1575798196
1515897616	2183473391
1515897616	1575798196
1515897616	1575798196
1515897616	1575798196
1515938884	2141527751
1515938884	2033209333
1516154677	2098675820
1516154677	2889331659
1516154677	2098675820
1516154677	2046980440
1516154677	2402173439
1516154677	2889331659
1516883477	2151722569
1516883477	2151722569
1516883477	2146142824
1516883477	2011315978
1516883477	1499647402
1516883477	2118252959
1516883477	2151722569
1516883477	1499647402
1516883477	2151722569
1516883477	2151722569
1516883477	2151722569
1516883477	2151722569
1516883477	2151722569
1516883477	2011315978
1516883477	1499647402
1516883477	80609641
1516883477	2161484642
1517267840	1559060276
1517267840	1486487250
1517267840	2035717317
1517267840	2112796553
1517267840	2035717317
1517749756	1997064169
1517947178	2140830074
1517947178	2039938580
1517947178	1530216171
1517947178	2107251604
1517947178	2140830074
1517947178	2140830074
1517947178	2039938580
1517947178	2083460949
1517947178	2083460949
1517984265	2134587001
1517984265	2123914639
1517984265	2123914639
1518149811	2156202195
1518149811	2112796553
1518149811	38003809
1518149811	38003809
1519151889	2152038430
1519151889	2152038430
1519151889	68496363
1519151889	68496363
1519151889	68496363
1519151889	2031485595
1519469861	1978672522
1519469861	1593625912
1519469861	106044086
1519945466	2157693466
1520837868	2085574295
1520837868	2523843054
1521314354	2136374365
1521314354	1573330584
1521314354	2136374365
1521314354	2136374365
1521314354	2136374365
1521314354	1573330584
1521314354	1573330584
1521314354	2136374365
1521314354	1573330584
1521314354	2136374365
1521842739	2101390659
1521842739	2143473782
1521842739	2612467307
1521842739	2912709207
1521842739	2912709207
1521842739	1486487250
1521842739	2061069349
1521842739	1996333538
1521842739	2143473782
1521842739	1980537620
1521842739	2118733980
1522006842	2127200155
1522006842	1997759712
1522640288	2170066533
1522810737	1542438222
1522810737	2140404954
1522810737	2095661655
1523171189	2052049451
1523171189	65676554
1523171189	1894304482
1523171189	1894304482
1523171189	1841288378
1523171189	1523171189
1523171189	65676554
1523171189	2162597969
1523171189	2162597969
1523171189	1841288378
1523171189	1841288378
1523171189	1523171189
1523171189	1841288378
1523171189	1523171189
1523171189	2148389694
1523171189	2109878893
1523171189	1894304482
1523171189	1894304482
1523171189	1582784770
1523171189	2109878893
1523171189	65676554
1523171189	2162597969
1523171189	65676554
1523171189	1523171189
1523171189	1894304482
1523171189	2159581299
1523199077	2144462324
1523199077	2913739034
1523415694	2163306339
1523415694	2148124601
1523415694	2163306339
1523415694	2163306339
1523415694	2148124601
1523415694	2148124601
1523415694	2163306339
1523415694	2163306339
1523415694	2147880316
1523415694	2163306339
1523415694	2148124601
1523415694	2147880316
1523415694	2163306339
1523415694	2148124601
1523415694	2163306339
1523415694	2163306339
1523415694	2163306339
1523415694	2148124601
1524600129	1667964228
1524600129	2033209333
1524600129	1667964228
1525160205	2156139984
1525160205	1506404588
1525160205	2143868493
1525160205	2100145955
1525160205	9296272
1525160205	2004446942
1525160205	2295375623
1525160205	2119966617
1525160205	1519443010
1525160205	2119966617
1525367170	1602373044
1525367170	2153804780
1525595230	2156641871
1525595230	1981202432
1525595230	2156641871
1525595230	2169602691
1525595230	2169602691
1525595230	2169602691
1525595230	2169602691
1525595230	2156641871
1525595230	2169602691
1525595230	2150824314
1525903983	1485852130
1525903983	2109956628
1525903983	1591226751
1525903983	2135514656
1525903983	2035840394
1525903983	2035840394
1525903983	1978394996
1525903983	348133106
1526343512	12836875
1526343512	12836875
1526343512	2085574295
1526343512	199321604
1526343512	199321604
1527258706	2166347079
1527258706	1974339500
1527258706	2010320682
1527258706	2010320682
1527258706	2147152072
1527258706	2147152072
1527258706	2010320682
1527258706	2010320682
1527258706	2010320682
1527258706	2010320682
1527258706	2010320682
1527418717	107766863
1527418717	2001208561
1527754491	2140923814
1527754491	2149297166
1527754491	2092654472
1527754491	2092654472
1527754491	2092654472
1527754491	1508191042
1527754491	1508191042
1527754491	2092654472
1527754491	2140923814
1527754491	1508191042
1528196121	2005256988
1528196121	2052893955
1528196121	2051955250
1528196121	2170524863
1528196121	2005256988
1528203680	2073375612
1528203680	115477998
1528203680	2073375612
1528203680	2073375612
1528203680	2611810350
1528364932	2073308541
1528460682	1584203013
1528859321	2153804780
1528859321	2611810350
1528859321	1493195384
1528859321	2052911922
1528859321	2153804780
1528859321	2019129069
1528859321	2136374365
1528859321	2019129069
1528859321	2019129069
1528859321	2019129069
1528941926	1667964228
1528941926	2093092055
1528941926	2134237567
1528941926	2093092055
1528941926	2093092055
1528941926	2042262613
1528941926	2611951570
1528941926	2151844916
1528941926	2034175212
1528941926	2611951570
1528955767	2115882399
1528955767	2107640175
1528955767	2137918516
1528955767	1544067897
1528955767	2127411609
1528955767	2140000690
1528955767	2102667697
1529333892	2110651511
1529735628	47365722
1529735628	2035032881
1530251607	235704224
1530251607	2296427152
1530251607	2118996379
1530251607	2296427152
1530251607	2296427152
1530251607	2067409638
1530251607	1979601782
1530251607	2296427152
1530251607	235704224
1530408181	2123084125
1530408181	2147152072
1530408181	2107743791
1530408181	2134731454
1530408181	2107743791
1530408181	2134731454
1530408181	2107743791
1530408181	2123084125
1530408181	2107743791
1530408181	2007463795
1530408181	2146950091
1530408181	1534872089
1530408181	2123084125
1530517367	2042160362
1530517367	2015356295
1530517367	2148572968
1531167605	21337280
1531167605	2029698437
1531167605	1500765663
1531167605	2029698437
1531167605	1500765663
1531167605	2183473391
1531167605	2039938580
1531527153	1572215484
1531527153	2111397047
1531783365	2611970265
1531783365	2045812729
1532161976	2104118994
1532161976	2121435899
1532161976	1521190430
1532161976	2096175520
1532161976	2121435899
1532161976	2121435899
1532161976	2149660837
1532161976	2121435899
1532161976	2121435899
1532277134	2161160885
1532277134	2570452470
153230682	2029433174
153230682	2029433174
1532503338	1549379126
153277182	2570764145
153277182	2738610470
153277182	2067349145
153277182	2010588484
153277182	2168822971
153318553	1530250655
1533846779	9298940
1534541522	2110575949
1534730506	2139193890
1534730506	2141099517
1534730506	2141099517
1534730506	2156515921
1534730506	2163306339
1534730506	1542491098
1534730506	2102667697
1534730506	2156515921
1534730506	2139193890
1534730506	2141099517
1534730506	2139193890
1534730506	2141099517
1534730506	2139193890
1534730506	2141099517
1534730506	2141099517
1534730506	2141099517
1534972661	2082977006
1534972661	1974084458
1534972661	1570031249
1534972661	1570031249
1534972661	2010897513
1534972661	2112215608
1534972661	2082977006
1534972661	1570031249
1534972661	1570031249
1534972661	1974084458
1534972661	1570031249
1534972661	1570031249
1534972661	1570031249
1534972661	1974084458
1535399547	2140354722
1535936886	2139212933
1535936886	2138043057
1536298902	86408651
1536298902	2097802284
1536298902	1541112589
1536298902	1632767318
1536298902	2296427152
1536298902	1979601782
1536298902	2067409638
1536298902	1979601782
1536298902	2406294602
1536298902	1970041563
1536298902	1979601782
1536298902	2406294602
1536298902	2011395874
1536298902	1608763299
1536615851	2788296320
1536615851	1844099549
1536615851	2151844916
1536615851	2148497595
1536615851	2148497595
1536615851	1567570606
1536615851	1953828586
1536615851	1567570606
1536615851	1567570606
1536615851	1567570606
1536615851	1844099549
1536615851	1567570606
1536615851	1567570606
1536615851	2151844916
1536615851	2110882317
1536615851	2052449326
1536615851	1567570606
1536615851	1551104980
1536615851	2788296320
1536615851	1567570606
1536721368	1537552922
1536721368	2109545911
1536721368	2128787084
1536721368	1537552922
1536721368	1537552922
1536721368	2109545911
1536721368	1537552922
1536721368	2109545911
1536721368	2082171025
1536721368	1537552922
1537581664	2099153428
153814084	1985415415
1538164375	73275325
1538164375	2492600812
1538164375	2142494201
1538164375	30262631
1538164375	30262631
1538164375	2136374365
1538826769	1973589960
1538826769	1582768433
1538989194	2156314697
1538989194	2156314697
1538989194	2081469283
1538989194	2012545185
1538989194	2012545185
1538989194	1530765221
1538989194	1488560674
1538989194	1588666994
1538989194	1502834793
1538989194	2012545185
1538989194	2131304781
1540014159	2333790164
1540041489	1993120055
1540041489	82889912
1540041489	1575907248
1540103129	2021307530
1540103129	1577362947
1540103129	2133702079
1540103129	1577362947
1540103129	97582369
1540103129	2055952863
1540103129	97582369
1540103129	2055952863
1540103129	81180499
1540103129	2133702079
1540103129	187228978
1540103129	187228978
1540103129	1608874027
1540103129	2136480620
1540103129	187228978
1540103129	2136480620
1540103129	2100935296
1540103129	1647729745
1540103129	2127128140
1540103129	97582369
1540103129	2218844149
1540103129	2055952863
1540103129	2021307530
1540222736	2117652747
1540222736	2123551014
1540222736	2123551014
1540222736	2117652747
1540222736	2123551014
1540222736	2123551014
1540315999	2578244785
1540315999	2578244785
1540315999	1858244615
1540315999	1858244615
1541096472	1976087569
1541096472	290224761
1541096472	2100647638
1541096472	2039686895
1541473376	2052049451
1541473376	146333590
1541473376	2039521602
1541473376	1493195384
1541473376	2198037100
1541473376	2052049451
1541494141	2124445791
1541494141	2138309071
1541494141	2124445791
1541494141	2124445791
1541757266	1529227315
1541757266	2134368421
1541757266	1529227315
1541757266	2095028708
1541757266	2612467307
1542224353	1955233831
1542224353	1955233831
1542224353	1955233831
1542491098	2083398114
1542491098	2611970265
1542491098	2018560257
1542491098	117546234
1542491098	2096175520
1542491098	2142340904
1542491098	2100714283
1543317902	2114125440
1543317902	2093710484
1543317902	2093710484
1543317902	2167302977
1543317902	2125799830
1543317902	1997420744
1543317902	2152263452
1543317902	13944552
1543317902	8895266
1543317902	2104103102
1543317902	2093710484
1543317902	2048808408
1543317902	13944552
1543317902	1973923101
1543317902	2104103102
1543317902	2093710484
1543317902	13944552
1543631889	32715122
1543631889	2081402703
1543631889	2055354597
1543631889	2099685860
1543631889	350570876
1543631889	32715122
1543631889	1540916400
1543631889	2055354597
1543852490	2067936680
