average_precision_citedbm25_1	0.21058684054534677
recall_citedbm25_1	0.20080380825786756
reciprocal_rank_citedbm25_1	0.21058684054534677
ndcg_citedbm25_1	0.21058684054534677
average_precision_citedbm25_2	0.25429164196799053
recall_citedbm25_2	0.2851524275714423
reciprocal_rank_citedbm25_2	0.25429164196799053
ndcg_citedbm25_2	0.28890634262003556
average_precision_citedbm25_3	0.27145623394587987
recall_citedbm25_3	0.33586582595103875
reciprocal_rank_citedbm25_3	0.27168938944874255
ndcg_citedbm25_3	0.3203945798485415
average_precision_citedbm25_4	0.2802957254824687
recall_citedbm25_4	0.3715641971231061
reciprocal_rank_citedbm25_4	0.28084321280381397
ndcg_citedbm25_4	0.338341652785173
average_precision_citedbm25_5	0.28568240795627375
recall_citedbm25_5	0.3988846299422776
reciprocal_rank_citedbm25_5	0.2864436870183838
ndcg_citedbm25_5	0.35024431441033815
average_precision_citedbm25_6	0.2890699581769064
recall_citedbm25_6	0.42053693138844195
reciprocal_rank_citedbm25_6	0.2901040308239475
ndcg_citedbm25_6	0.3587584484543174
average_precision_citedbm25_7	0.29133010462829045
recall_citedbm25_7	0.4378448678536102
reciprocal_rank_citedbm25_7	0.29259535100346784
ndcg_citedbm25_7	0.36502918563908515
average_precision_citedbm25_8	0.29296878016766215
recall_citedbm25_8	0.4527901534430115
reciprocal_rank_citedbm25_8	0.29446479380133367
ndcg_citedbm25_8	0.37009297077185604
average_precision_citedbm25_9	0.29421734035244146
recall_citedbm25_9	0.4653641014932483
reciprocal_rank_citedbm25_9	0.2958755821830633
ndcg_citedbm25_9	0.37413815567092823
average_precision_citedbm25_10	0.2951811566294522
recall_citedbm25_10	0.4768568720517424
reciprocal_rank_citedbm25_10	0.2970291091540072
ndcg_citedbm25_10	0.37767637902980694
average_precision_citedbm25_20	0.29883992984626656
recall_citedbm25_20	0.5458610111073781
reciprocal_rank_citedbm25_20	0.30190507904034264
ndcg_citedbm25_20	0.3961132319385227
average_precision_citedbm25_30	0.29962359755308154
recall_citedbm25_30	0.5808736263160521
reciprocal_rank_citedbm25_30	0.30331629149757106
ndcg_citedbm25_30	0.40389478023232794
average_precision_citedbm25_40	0.2998477801250002
recall_citedbm25_40	0.6046255892727428
reciprocal_rank_citedbm25_40	0.30398938378699475
ndcg_citedbm25_40	0.4086699290224394
average_precision_citedbm25_50	0.29990175140007047
recall_citedbm25_50	0.6217476152988156
reciprocal_rank_citedbm25_50	0.3043649140503807
ndcg_citedbm25_50	0.41189117828554095
average_precision_citedbm25_100	0.2997709367980474
recall_citedbm25_100	0.6700661025071247
reciprocal_rank_citedbm25_100	0.3050483415086187
ndcg_citedbm25_100	0.4200721251097952
average_precision_citedbm25_200	0.2994526633193515
recall_citedbm25_200	0.7108902022202306
reciprocal_rank_citedbm25_200	0.3053371430946588
ndcg_citedbm25_200	0.42607307773451353
average_precision_citedbm25_300	0.299228174967349
recall_citedbm25_300	0.7333572198071354
reciprocal_rank_citedbm25_300	0.3054269492583208
ndcg_citedbm25_300	0.42906051892233027
average_precision_citedbm25_500	0.29898985429480246
recall_citedbm25_500	0.7584015914188611
reciprocal_rank_citedbm25_500	0.305490680957519
ndcg_citedbm25_500	0.4321626185538136
